shape_code,human_readable_id,description,roof,semitransparency,OOB,surface_type,categorization,qualities
0x0573,door_shape_0573,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,99
0x0574,door_shape_0574,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,8
0x0576,,,,,,wall,,
0x0579,,,,,,wall,terrain,0
0x057a,booty_shape_057a,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,helper,0
0x057f,,,,,,wall,base,0
0x0580,,,,,,wall,base,0
0x0581,,Editor Object,,,,wall,editor,11
0x0582,ENERGY CUBE,"Retail Regret DTable: ENERGY CUBE (misc_item, display frame 0x0019, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0583,,,,,,wall,base,0
0x0585,,,,,,wall,base,0
0x0586,,,,,,wall,base,32768
0x0589,,,,,,wall,terrain,0
0x058a,,,,,,wall,roof,38
0x058b,,,,,,wall,base,32768;32839
0x058c,,,,,,wall,base,0
0x058d,,,,,,wall,roof,3
0x058f,,,,,,wall,,
0x0590,,,,,,wall,base,0
0x0595,,,,,,wall,base,0
0x0596,,,,,,wall,,
0x0597,,,,,,wall,base,0
0x0599,,,,,,wall,base,0
0x059e,,,,,,wall,base,0
0x059f,,,,,,wall,terrain,0
0x05a1,,,,,,wall,base,2;5;6;13;27
0x05a2,,,,,,wall,base,10
0x05a4,,,,,,wall,base,6
0x05a5,,,,,,wall,,
0x05a6,,,,,,wall,base,0
0x05aa,,,,,,wall,base,2;6;16;27;29;51
0x05ac,,,,,,wall,base,25601;25602;25603;25604;25605;25606;25607;25635;25636;25637
0x05ad,,,,,,wall,base,0
0x05ae,CRAZYNS,Usecode class CRAZYNS. North-south Regret gotHit relay that wakes or re-arms nearby NPCs when hit with an actor handle.,,,,wall,editor,0
0x05af,,,,,,wall,base,0
0x05b0,,,,,,wall,base,0
0x05b1,,,,,,wall,helper,0
0x05b2,,,,,,wall,base,0
0x05b3,,,,,,wall,base,0
0x05b4,,,,,,wall,base,0
0x05b5,,,,,,wall,base,0
0x05b6,,,,,,wall,base,0
0x05b7,,,,,,wall,base,47
0x05b8,,,,,,wall,base,51216
0x05b9,,,,,,wall,base,2863
0x05ba,,,,,,wall,helper,264
0x05bb,,,,,,wall,roof,0
0x05bc,,,,,,wall,base,778;799;1037
0x05bd,,,,,,wall,base,0
0x05be,,,,,,wall,base,5645;5669
0x05cb,,,,,,wall,base,29;5884
0x05cc,,,,,,wall,terrain,262;263;264
0x05cd,,,,,,wall,terrain,1585
0x05ce,,,,,,wall,base,2;3;10;14;33;43;62;2825;2877
0x05cf,,,,,,wall,base,48
0x05d0,,,,,,wall,base,0;2;16;27;785;2838;28426
0x05d1,,,,,,wall,base,25630
0x05d2,,,,,,wall,base,31;2865
0x05d3,,,,,,wall,base,33
0x05d4,,,,,,wall,base,5663;5664
0x05d5,booty_shape_05d5,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,helper,0
0x05d6,,,,,,wall,,
0x05d7,,,,,,wall,helper,0
0x05d8,,,,,,wall,base,255
0x05d9,,,,,,wall,,
0x05da,,,,,,wall,,
0x05dd,,,,,,wall,,
0x05de,,,,,,wall,,
0x05df,PRESSURE_BARRIER_V,Regret pressure-barrier face driven by nearby CRYOBOX controllers through shared QLo.,,,,wall,editor,10
0x05e0,PRESSURE_BARRIER_H,Regret pressure-barrier face driven by nearby CRYOBOX controllers through shared QLo.,,,,wall,editor,7;81
0x05e1,CRYOBOX,Usecode class CRYOBOX. Regret pressure-barrier switch/controller that matches nearby 0x05DF/0x05E0 faces by shared QLo.,,,,wall,editor,7;81
0x05e2,,,,,,wall,helper,0
0x05e3,,,,,,wall,base,5;1049;1066;1297;1321
0x05e4,,,,,,wall,base,0
0x05e5,,,,,,wall,base,0
0x05e6,,,,,,wall,helper,31235
0x05e7,,,,,,wall,base,24579
0x05e8,,,,,,wall,base,20
0x05e9,,,,,,wall,base,73
0x05ea,,,,,,wall,terrain,0
0x05eb,,,,,,wall,base,0
0x05ec,,,,,,wall,base,0
0x05ef,,,,,,wall,,
0x05f0,,,,,,wall,helper,0
0x05f1,,,,,,wall,base,39
0x05f2,,,,,,wall,base,10;76;856
0x05f3,,,,,,wall,base,524
0x05f4,,,,,,wall,base,532;546;785
0x05f5,LNR-81,"Retail Regret DTable: LNR-81 (weapon, display frame 0x000F, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x05f6,BK-16,"Retail Regret DTable: BK-16 (weapon, display frame 0x000E, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x05f9,,,,,,wall,base,23;27;56;81
0x05fb,,,,,,wall,terrain,0
0x05fc,,,,,,wall,terrain,0
0x05ff,,,,,,wall,helper,0
0x0601,,,,,,wall,base,0
0x0602,,,,,,wall,base,35;31234
0x0603,,,,,,wall,base,38
0x0604,,,,,,wall,base,17
0x0605,,,,,,wall,base,0
0x0606,booty_shape_0606,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,,
0x0610,,,,,,wall,base,0
0x0612,,,,,,wall,base,0
0x0613,DATA PICK,"Retail Regret DTable: DATA PICK (misc_item, display frame 0x001E, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0614,LNR-81 CLIP,"Retail Regret DTable: LNR-81 CLIP (ammo, display frame 0x001A, Ammo_GetNameForShapeNo).",,,,wall,base,1
0x0615,BK-16 CLIP,"Retail Regret DTable: BK-16 CLIP (ammo, display frame 0x001B, Ammo_GetNameForShapeNo).",,,,wall,base,1
0x0616,DISRUPTER,"Retail Regret DTable: DISRUPTER (misc_item, display frame 0x001C, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0617,,,,,,wall,base,9;533;794
0x0618,,,,,,wall,base,50;523;526;564
0x061c,MINE DET,"Retail Regret DTable: MINE DET (misc_item, display frame 0x001F, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x061d,,,,,,wall,helper,512;519;521;531;535;564;597;737
0x061e,,,,,,wall,helper,0;519;531;535;548;564;597;737
0x0623,,,,,,wall,base,65
0x0624,,,,,,wall,base,0
0x0625,,,,,,wall,helper,0
0x0626,,,,,,wall,helper,0
0x0627,,,,,,wall,base,0
0x0628,,,,,,wall,terrain,0
0x0629,,,,,,wall,terrain,9;13
0x062a,,,,,,wall,base,0
0x062d,,,,,,wall,,
0x062e,booty_shape_062e,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,,
0x062f,,,,,,wall,helper,0
0x0630,,,,,,wall,helper,0
0x0631,booty_shape_0631,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,,
0x0634,,,,,,wall,roof,0
0x0635,,,,,,wall,base,0
0x0637,,,,,,wall,terrain,0
0x0638,,,,,,wall,roof,0
0x0639,Roof_Regret_Level1,,true,,,wall,base,0;1;2;3;5;6;7;9;10;11;13;17;26;28;29;36;45;47;48;90
0x063a,ROOF_GREEBLES_063A,,true,,,wall,base,0;6
0x063b,,,true,,,wall,base,0
0x063c,,,true,,,wall,base,0;6
0x063d,,,,,,wall,base,0
0x063e,PORTABLE BETTY,"Retail Regret DTable: PORTABLE BETTY (misc_item, display frame 0x0022, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0640,,,,,,wall,base,0
0x0644,,,,,,wall,base,0
0x0645,,,,,,wall,base,0
0x0646,,,,,,wall,base,0
0x0647,,,,,,wall,base,0
0x0648,,,,,,wall,base,6
0x0649,,,,,,wall,base,0
0x064a,,,,,,wall,base,0
0x064b,,,,,,wall,terrain,0
0x064c,,,,,,wall,terrain,0
0x064d,,,,,,wall,terrain,0
0x064e,,,,,,wall,terrain,0
0x064f,,,,,,wall,terrain,0
0x0650,,,,,,wall,terrain,0
0x0651,,,,,,wall,terrain,0
0x0652,,,,,,wall,terrain,0
0x0653,,,,,,wall,terrain,0
0x0654,,,,,,wall,terrain,0
0x0655,,,,,,wall,base,23
0x0656,,,,,,wall,,
0x0658,,,,,,wall,base,0
0x065d,,,,,,wall,base,0
0x065e,,,,,,wall,terrain,175
0x065f,,,,,,wall,terrain,0
0x0660,,,,,,wall,base,0
0x0662,,,,,,wall,base,0
0x0663,,,,,,wall,base,0
0x0686,,,,,,wall,base,268
